Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,,,,,,
,,Hogares,,,,,,,,,,,,,,,,,,,,
,,Hogares (Hogares),,,,,,,,,,,Población en hogares (Hogares),,,,,,,,,
,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,,,Sexo del jefe,,,Tamaño localidad 15 tam,,,,,,
Clave,Nombre,Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes",Total,Hombres,Mujeres,Total,"Menos de 2,500 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas
20470,Santiago Lachiguiri,1184,1030,154,1184,1184,89,109,313,673,,,5384,4863,521,5384,5384,,,,,
20471,Santiago Lalopa,151,107,44,151,151,,,,151,,,535,415,120,535,535,,,,,
20472,Santiago Laollaga,648,507,141,648,648,15,17,67,,,549,2748,2278,470,2748,2748,,,,,
20473,Santiago Laxopa,408,324,84,408,408,,,61,347,,,1635,1397,238,1635,1635,,,,,
20474,Santiago Llano Grande,637,441,196,637,637,11,,,284,342,,3343,2508,835,3343,3343,,,,,
20475,Santiago Matatlán,1482,1186,296,1482,345,,,269,76,,,7738,6537,1201,7738,2035,5703,,,,
20476,Santiago Miltepec,105,71,34,105,105,14,,91,,,,431,323,108,431,431,,,,,
20477,Santiago Minas,253,204,49,253,253,12,11,230,,,,1502,1262,240,1502,1502,,,,,
20478,Santiago Nacaltepec,669,570,99,669,669,12,,324,333,,,2842,2556,286,2842,2842,,,,,
20479,Santiago Nejapilla,94,77,17,94,94,,,94,,,,335,295,40,335,335,,,,,
20480,Santiago Nundiche,251,211,40,251,251,12,55,184,,,,1182,1076,106,1182,1182,,,,,
20481,Santiago Nuyoó,544,455,89,544,544,,,257,287,,,2833,2508,325,2833,2833,,,,,
20482,Santiago Pinotepa Nacional,7189,5496,1693,7189,3402,123,123,798,415,1504,439,37418,30289,7129,37418,17821,,19597,,,
20483,Santiago Suchilquitongo,1247,1034,213,1247,318,,,,318,,,6288,5464,824,6288,1615,4673,,,,
20484,Santiago Tamazola,740,601,139,740,740,,,139,236,365,,4113,3534,579,4113,4113,,,,,
20485,Santiago Tapextla,540,461,79,540,540,14,,104,167,255,,3080,2721,359,3080,3080,,,,,
20486,Villa Tejúpam de la Unión,519,418,101,519,519,8,,275,236,,,2312,2028,284,2312,2312,,,,,
20487,Santiago Tenango,357,308,49,357,357,26,45,286,,,,1761,1626,135,1761,1761,,,,,
20488,Santiago Tepetlapa,51,40,11,51,51,16,,35,,,,149,130,19,149,149,,,,,
20489,Santiago Tetepec,821,709,112,821,821,15,14,475,108,209,,4386,3963,423,4386,4386,,,,,
20490,Santiago Texcalcingo,493,415,78,493,493,,,28,121,344,,2338,2102,236,2338,2338,,,,,
20491,Santiago Textitlán,447,392,55,447,447,22,32,294,99,,,2519,2277,242,2519,2519,,,,,
20492,Santiago Tilantongo,908,717,191,908,908,2,,791,115,,,4266,3561,705,4266,4266,,,,,
20493,Santiago Tillo,133,109,24,133,133,,,133,,,,499,447,52,499,499,,,,,
20494,Santiago Tlazoyaltepec,774,660,114,774,774,19,154,509,92,,,4374,3788,586,4374,4374,,,,,
20495,Santiago Xanica,719,585,134,719,719,76,40,155,448,,,3501,3018,483,3501,3501,,,,,
20496,Santiago Xiacuí,537,378,159,537,537,,,183,354,,,2333,1792,541,2333,2333,,,,,
20497,Santiago Yaitepec,401,273,128,401,401,13,,,109,279,,2308,1596,712,2308,2308,,,,,
20498,Santiago Yaveo,1315,1106,209,1315,1315,216,43,400,339,317,,6840,5927,913,6840,6840,,,,,
20499,Santiago Yolomécatl,370,290,80,370,370,6,,20,,344,,1587,1354,233,1587,1587,,,,,
20500,Santiago Yosondúa,1778,1355,423,1778,1778,,14,971,793,,,8171,6717,1454,8171,8171,,,,,
20501,Santiago Yucuyachi,340,232,108,340,340,,,,340,,,1393,1062,331,1393,1393,,,,,
20502,Santiago Zacatepec,1064,888,176,1064,1064,12,94,20,137,268,533,4949,4337,612,4949,4949,,,,,
20503,Santiago Zoochila,99,75,24,99,99,,,99,,,,434,360,74,434,434,,,,,
20504,Nuevo Zoquiápam,319,290,29,319,319,,,60,,259,,1693,1577,116,1693,1693,,,,,
20505,Santo Domingo Ingenio,1567,1323,244,1567,404,38,19,82,,265,,7479,6624,855,7479,1949,5530,,,,
20506,Santo Domingo Albarradas,182,159,23,182,182,12,,,170,,,820,762,58,820,820,,,,,
20507,Santo Domingo Armenta,564,472,92,564,100,5,13,82,,,,3277,2859,418,3277,564,2713,,,,
20508,Santo Domingo Chihuitán,320,245,75,320,320,10,,,,310,,1340,1094,246,1340,1340,,,,,
20509,Santo Domingo de Morelos,947,840,107,947,947,14,,350,176,407,,5533,4973,560,5533,5533,,,,,
20510,Santo Domingo Ixcatlán,190,135,55,190,190,6,54,130,,,,893,722,171,893,893,,,,,
20511,Santo Domingo Nuxaá,554,507,47,554,554,9,94,158,85,208,,3160,2957,203,3160,3160,,,,,
20512,Santo Domingo Ozolotepec,174,130,44,174,174,3,,26,145,,,856,692,164,856,856,,,,,
20513,Santo Domingo Petapa,1573,1350,223,1573,777,24,81,448,,224,,7593,6825,768,7593,3693,3900,,,,
20514,Santo Domingo Roayaga,202,170,32,202,202,,,74,128,,,839,747,92,839,839,,,,,
20515,Santo Domingo Tehuantepec,9338,7640,1698,9338,2733,23,10,918,620,761,401,46090,39109,6981,46090,13562,,32528,,,
20516,Santo Domingo Teojomulco,714,594,120,714,714,11,150,170,,383,,3791,3306,485,3791,3791,,,,,
20517,Santo Domingo Tepuxtepec,865,735,130,865,865,,,346,144,375,,4140,3709,431,4140,4140,,,,,
20518,Santo Domingo Tlatayápam,49,42,7,49,49,,,49,,,,175,164,11,175,175,,,,,
20519,Santo Domingo Tomaltepec,474,404,70,474,474,,,,,,474,2347,2112,235,2347,2347,,,,,
20520,Santo Domingo Tonalá,1265,1061,204,1265,689,9,,102,88,490,,6573,5849,724,6573,4079,2494,,,,
20521,Santo Domingo Tonaltepec,119,80,39,119,119,,,119,,,,394,294,100,394,394,,,,,
20522,Santo Domingo Xagacía,279,209,70,279,279,,,,,279,,1108,896,212,1108,1108,,,,,
20523,Santo Domingo Yanhuitlán,418,342,76,418,418,37,66,79,236,,,1747,1510,237,1747,1747,,,,,
20524,Santo Domingo Yodohino,114,103,11,114,114,,,,114,,,521,499,22,521,521,,,,,
20525,Santo Domingo Zanatepec,2016,1722,294,2016,675,74,11,188,402,,,9648,8633,1015,9648,3351,6297,,,,
20526,Santos Reyes Nopala,2147,1744,403,2147,1376,48,43,483,335,467,,11206,9574,1632,11206,7384,3822,,,,
20527,Santos Reyes Pápalo,473,419,54,473,473,,17,55,,401,,2238,2045,193,2238,2238,,,,,
20528,Santos Reyes Tepejillo,312,262,50,312,312,10,,,,302,,1556,1408,148,1556,1556,,,,,
20529,Santos Reyes Yucuná,217,188,29,217,217,7,27,183,,,,1098,989,109,1098,1098,,,,,
20530,Santo Tomás Jalieza,406,328,78,406,406,1,,,231,174,,2386,2008,378,2386,2386,,,,,
20531,Santo Tomás Mazaltepec,357,315,42,357,357,,,,,357,,1954,1768,186,1954,1954,,,,,
20532,Santo Tomás Ocotepec,753,607,146,753,753,,,476,277,,,4292,3557,735,4292,4292,,,,,
20533,Santo Tomás Tamazulapan,332,271,61,332,332,10,,90,,232,,1651,1455,196,1651,1651,,,,,
20534,San Vicente Coatlán,591,506,85,591,49,7,14,28,,,,3233,2802,431,3233,283,2950,,,,
20535,San Vicente Lachixío,316,262,54,316,316,,,,141,175,,2006,1695,311,2006,2006,,,,,
20536,San Vicente Nuñú,181,140,41,181,181,18,32,131,,,,591,512,79,591,591,,,,,
20537,Silacayoápam,1982,1596,386,1982,1982,,50,525,925,,482,10902,9405,1497,10902,10902,,,,,
20538,Sitio de Xitlapehua,123,109,14,123,123,,,123,,,,687,654,33,687,687,,,,,
20539,Soledad Etla,617,522,95,617,617,10,,49,149,,409,3192,2796,396,3192,3192,,,,,
20540,Villa de Tamazulápam del Progreso,1150,868,282,1150,212,25,36,151,,,,5147,4285,862,5147,982,4165,,,,
20541,Tanetze de Zaragoza,470,399,71,470,470,,,,126,344,,1818,1629,189,1818,1818,,,,,
20542,Taniche,201,126,75,201,201,,,,,201,,1063,755,308,1063,1063,,,,,
20543,Tataltepec de Valdés,850,727,123,850,850,8,19,120,110,593,,4516,4044,472,4516,4516,,,,,
20544,Teococuilco de Marcos Pérez,366,281,85,366,366,,,26,,340,,1690,1393,297,1690,1690,,,,,
20545,Teotitlán de Flores Magón,1393,1043,350,1393,288,7,25,109,147,,,6610,5264,1346,6610,1259,5351,,,,
20546,Teotitlán del Valle,957,815,142,957,105,,,,105,,,5069,4521,548,5069,649,4420,,,,
20547,Teotongo,289,222,67,289,289,9,13,94,173,,,1244,1079,165,1244,1244,,,,,
20548,Tepelmeme Villa de Morelos,362,297,65,362,362,41,32,135,154,,,1642,1462,180,1642,1642,,,,,
20549,Tezoatlán de Segura y Luna,2486,1981,505,2486,2486,33,56,667,633,587,510,12046,10340,1706,12046,12046,,,,,
20550,San Jerónimo Tlacochahuaya,837,637,200,837,837,,,,,,837,4413,3598,815,4413,4413,,,,,
20551,Tlacolula de Matamoros,2488,1925,563,2488,492,14,,77,123,278,,12138,10063,2075,12138,2500,9638,,,,
20552,Tlacotepec Plumas,149,112,37,149,149,4,,,145,,,582,476,106,582,582,,,,,
20553,Tlalixtac de Cabrera,843,680,163,843,44,1,,43,,,,4962,4140,822,4962,197,4765,,,,
20554,Totontepec Villa de Morelos,1135,898,237,1135,1135,,,629,149,357,,5337,4547,790,5337,5337,,,,,
20555,Trinidad Zaachila,506,410,96,506,506,,,,266,240,,2700,2272,428,2700,2700,,,,,
20556,La Trinidad Vista Hermosa,90,77,13,90,90,12,43,35,,,,429,397,32,429,429,,,,,
20557,Unión Hidalgo,2522,2062,460,2522,2,2,,,,,,11883,10229,1654,11883,8,11875,,,,
20558,Valerio Trujano,359,271,88,359,359,,,,359,,,1692,1390,302,1692,1692,,,,,
20559,San Juan Bautista Valle Nacional,3670,3226,444,3670,2668,72,83,1192,632,689,,20737,18903,1834,20737,15282,5455,,,,
20560,Villa Díaz Ordaz,1198,1049,149,1198,576,,,168,,,408,5857,5371,486,5857,2928,2929,,,,
20561,Yaxe,344,300,44,344,344,,,,,344,,1938,1739,199,1938,1938,,,,,
20562,Magdalena Yodocono de Porfirio Díaz,287,237,50,287,287,,,96,191,,,1310,1185,125,1310,1310,,,,,
20563,Yogana,313,217,96,313,313,3,,,,310,,1650,1200,450,1650,1650,,,,,
20564,Yutanduchi de Guerrero,293,238,55,293,293,,,,,293,,1266,1117,149,1266,1266,,,,,
20565,Villa de Zaachila,2215,1758,457,2215,224,,,224,,,,11803,9742,2061,11803,1236,10567,,,,
20566,San Mateo Yucutindó,569,441,128,569,569,10,11,548,,,,3181,2562,619,3181,3181,,,,,
20567,Zapotitlán Lagunas,652,529,123,652,652,,13,144,97,398,,3307,2894,413,3307,3307,,,,,
20568,Zapotitlán Palmas,302,222,80,302,302,4,,,,298,,1572,1218,354,1572,1572,,,,,
20569,Santa Inés de Zaragoza,484,429,55,484,484,21,152,311,,,,2197,2029,168,2197,2197,,,,,
20570,Zimatlán de Álvarez,2943,2257,686,2943,1336,30,24,559,432,291,,14983,12323,2660,14983,6756,8227,,,,
20901,Silacayoapam,,,,,,,,,,,,,,,,,,,,,
20902,Huajuapam,,,,,,,,,,,,,,,,,,,,,
20903,Coixtlahuaca,,,,,,,,,,,,,,,,,,,,,
20904,Teotitlán,,,,,,,,,,,,,,,,,,,,,
20905,Cuicatlán,,,,,,,,,,,,,,,,,,,,,
20906,Tuxtepec,,,,,,,,,,,,,,,,,,,,,
20907,Choapam,,,,,,,,,,,,,,,,,,,,,
20908,Juxtlahuaca,,,,,,,,,,,,,,,,,,,,,
20909,Teposcolula,,,,,,,,,,,,,,,,,,,,,
20910,Nochixtlán,,,,,,,,,,,,,,,,,,,,,
20911,Etla,,,,,,,,,,,,,,,,,,,,,
20912,Benemerito Distrito de Ixtlán de Juárez,,,,,,,,,,,,,,,,,,,,,
20913,Villa Alta,,,,,,,,,,,,,,,,,,,,,
20914,Mixe,,,,,,,,,,,,,,,,,,,,,
20915,Putla,,,,,,,,,,,,,,,,,,,,,
20916,Tlaxiaco,,,,,,,,,,,,,,,,,,,,,
20917,Zaachila,,,,,,,,,,,,,,,,,,,,,
20918,Zimatlán,,,,,,,,,,,,,,,,,,,,,
20919,Centro,,,,,,,,,,,,,,,,,,,,,
20920,Tlacolula,,,,,,,,,,,,,,,,,,,,,
20921,Jamiltepec,,,,,,,,,,,,,,,,,,,,,
20922,Juquila,,,,,,,,,,,,,,,,,,,,,
20923,Sola de Vega,,,,,,,,,,,,,,,,,,,,,
20924,Ejutla,,,,,,,,,,,,,,,,,,,,,
20925,Ocotlán,,,,,,,,,,,,,,,,,,,,,
20926,Miahuatlán,,,,,,,,,,,,,,,,,,,,,
20927,Yautepec,,,,,,,,,,,,,,,,,,,,,
20928,Tehuantepec,,,,,,,,,,,,,,,,,,,,,
20929,Juchitán,,,,,,,,,,,,,,,,,,,,,
20930,Pochutla,,,,,,,,,,,,,,,,,,,,,
20996,No especificado,,,,,,,,,,,,,,,,,,,,,
20997,Otros estados,,,,,,,,,,,,,,,,,,,,,
21,Puebla,779674,634194,145480,779674,265453,5294,5971,71367,70073,85581,27167,4056105,3452303,603802,4056105,1450887,972291,505852,136551,990524,
21001,Acajete,6742,5634,1108,6742,432,37,49,41,,305,,40805,35500,5305,40805,2663,38142,,,,
21002,Acateno,1758,1496,262,1758,1167,154,174,605,234,,,8943,7859,1084,8943,6071,2872,,,,
21003,Acatlán,5450,4178,1272,5450,3080,78,55,853,907,720,467,28467,23559,4908,28467,16418,12049,,,,
21004,Acatzingo,4814,4187,627,4814,884,45,,44,294,501,,30647,27411,3236,30647,6023,8565,16059,,,
21005,Acteopan,537,474,63,537,537,,,115,,,422,2679,2406,273,2679,2679,,,,,
21006,Ahuacatlán,2110,1717,393,2110,2110,1,49,392,882,786,,11052,9366,1686,11052,11052,,,,,
21007,Ahuatlán,595,487,108,595,595,17,8,175,,395,,3333,2870,463,3333,3333,,,,,
21008,Ahuazotepec,1401,1146,255,1401,1401,12,13,432,201,743,,7810,6681,1129,7810,7810,,,,,
21009,Ahuehuetitla,494,337,157,494,494,8,14,112,,360,,2471,1817,654,2471,2471,,,,,
21010,Ajalpan,6243,5235,1008,6243,3461,40,124,1169,1268,860,,36392,31179,5213,36392,20314,,16078,,,
21011,Albino Zertuche,325,239,86,325,325,,,,,325,,1762,1390,372,1762,1762,,,,,
21012,Aljojuca,1228,1000,228,1228,519,,,198,,321,,6392,5486,906,6392,2697,3695,,,,
21013,Altepexi,2008,1721,287,2008,23,,23,,,,,12147,10561,1586,12147,119,12028,,,,
21014,Amixtlán,817,661,156,817,817,,18,111,,205,483,4062,3389,673,4062,4062,,,,,
21015,Amozoc,6200,5340,860,6200,265,29,17,55,164,,,35094,31176,3918,35094,1496,6629,26969,,,
21016,Aquixtla,1466,1149,317,1466,1466,5,,799,662,,,7128,5959,1169,7128,7128,,,,,
21017,Atempan,2194,1777,417,2194,1479,3,10,302,514,650,,12511,10664,1847,12511,8923,3588,,,,
21018,Atexcal,724,573,151,724,724,11,11,516,186,,,3235,2796,439,3235,3235,,,,,
21019,Atlixco,20243,15732,4511,20243,3503,132,102,744,1402,1123,,102720,83668,19052,102720,20037,9668,73015,,,
21020,Atoyatempan,732,619,113,732,13,13,,,,,,4423,3888,535,4423,64,4359,,,,
21021,Atzala,212,159,53,212,212,,,,,212,,1136,914,222,1136,1136,,,,,
21022,Atzitzihuacán,1951,1613,338,1951,897,6,13,101,597,180,,11063,9557,1506,11063,4991,6072,,,,
21023,Atzitzintla,1215,1049,166,1215,706,4,13,411,278,,,6780,6104,676,6780,4025,2755,,,,
21024,Axutla,350,250,100,350,350,12,,130,208,,,1480,1170,310,1480,1480,,,,,
21025,Ayotoxco de Guerrero,1164,974,190,1164,1164,73,67,263,183,578,,6294,5473,821,6294,6294,,,,,
21026,Calpan,2125,1823,302,2125,97,,,97,,,,11763,10524,1239,11763,512,11251,,,,
21027,Caltepec,1129,862,267,1129,1129,86,127,563,137,216,,5157,4322,835,5157,5157,,,,,
21028,Camocuautla,408,334,74,408,408,12,8,132,,256,,1904,1651,253,1904,1904,,,,,
21029,Caxhuacan,661,597,64,661,45,16,,29,,,,3387,3138,249,3387,238,3149,,,,
21030,Coatepec,190,157,33,190,190,4,,,186,,,912,793,119,912,912,,,,,
21031,Coatzingo,727,564,163,727,117,22,,95,,,,3368,2781,587,3368,551,2817,,,,
21032,Cohetzala,385,257,128,385,385,,12,64,309,,,2071,1492,579,2071,2071,,,,,
21033,Cohuecan,647,536,111,647,647,,,64,318,265,,3703,3212,491,3703,3703,,,,,
21034,Coronango,3243,2772,471,3243,,,,,,,,19929,17554,2375,19929,,19929,,,,
21035,Coxcatlán,3113,2518,595,3113,1348,10,39,467,263,569,,16157,13682,2475,16157,7353,8804,,,,
21036,Coyomeapan,2017,1537,480,2017,2017,6,,1150,221,640,,9627,7941,1686,9627,9627,,,,,
21037,Coyotepec,577,458,119,577,577,,,121,135,321,,2347,2008,339,2347,2347,,,,,
21038,Cuapiaxtla de Madero,812,700,112,812,147,13,,31,103,,,4631,4148,483,4631,803,3828,,,,
21039,Cuautempan,1524,1151,373,1524,947,6,,230,452,259,,7683,6223,1460,7683,4951,2732,,,,
21040,Cuautinchán,904,775,129,904,904,13,20,242,119,510,,4913,4378,535,4913,4913,,,,,
21041,Cuautlancingo,5116,4432,684,5116,130,,,34,96,,,28170,24938,3232,28170,763,27407,,,,
21042,Cuayuca de Andrade,817,649,168,817,817,24,93,356,100,244,,4007,3429,578,4007,4007,,,,,
21043,Cuetzalan del Progreso,6550,5421,1129,6550,5586,197,238,2766,1139,800,446,35039,30113,4926,35039,30745,4294,,,,
21044,Cuyoaco,2147,1737,410,2147,1691,50,33,422,359,827,,12285,10407,1878,12285,9650,2635,,,,
21045,Chalchicomula de Sesma,6290,5207,1083,6290,2638,21,,635,642,1340,,34233,29579,4654,34233,14848,2485,16900,,,
21046,Chapulco,729,566,163,729,133,,,32,101,,,4251,3497,754,4251,724,3527,,,,
21047,Chiautla,3767,2846,921,3767,1398,134,102,598,124,440,,19095,15382,3713,19095,7217,11878,,,,
21048,Chiautzingo,2489,2113,376,2489,1020,,,,,264,756,15172,13232,1940,15172,6343,8829,,,,
21049,Chiconcuautla,2221,1884,337,2221,2221,21,50,265,688,722,475,10703,9528,1175,10703,10703,,,,,
21050,Chichiquila,2732,2475,257,2732,2732,14,26,1190,870,632,,16017,14849,1168,16017,16017,,,,,
21051,Chietla,6820,5313,1507,6820,2419,34,28,440,1042,875,,34839,28616,6223,34839,12928,21911,,,,
21052,Chigmecatitlán,284,195,89,284,284,,,,,284,,1165,906,259,1165,1165,,,,,
21053,Chignahuapan,7671,6443,1228,7671,5666,118,247,1957,2168,807,369,41585,36498,5087,41585,31483,10102,,,,
21054,Chignautla,2157,1832,325,2157,1207,1,14,313,275,604,,12836,11184,1652,12836,7288,5548,,,,
21055,Chila,1007,805,202,1007,1007,,94,181,,270,462,4852,4173,679,4852,4852,,,,,
21056,Chila de la Sal,417,314,103,417,417,24,,,140,253,,2222,1740,482,2222,2222,,,,,
21057,Honey,1220,959,261,1220,1220,,,319,176,725,,6814,5629,1185,6814,6814,,,,,
21058,Chilchotla,2110,1917,193,2110,1577,15,49,440,359,480,234,15309,14203,1106,15309,11601,3708,,,,
21059,Chinantla,549,335,214,549,549,2,,257,,290,,2448,1661,787,2448,2448,,,,,
21060,Domingo Arenas,758,638,120,758,,,,,,,,4373,3885,488,4373,,4373,,,,
21061,Eloxochitlán,1603,1388,215,1603,1603,23,44,520,749,267,,8574,7604,970,8574,8574,,,,,
21062,Epatlán,862,648,214,862,862,17,31,197,,216,401,4542,3593,949,4542,4542,,,,,
21063,Esperanza,2250,1898,352,2250,1000,5,15,508,245,227,,11601,10164,1437,11601,5281,6320,,,,
21064,Francisco Z. Mena,3114,2730,384,3114,2368,194,57,786,892,439,,16672,15132,1540,16672,12985,3687,,,,
21065,General Felipe Ángeles,2246,1796,450,2246,279,5,10,33,231,,,12676,10663,2013,12676,1611,11065,,,,
21066,Guadalupe,1411,1148,263,1411,1411,21,49,286,221,407,427,7781,6773,1008,7781,7781,,,,,
21067,Guadalupe Victoria,2312,1940,372,2312,1042,14,13,159,374,482,,12757,11177,1580,12757,5668,7089,,,,
21068,Hermenegildo Galeana,1485,1264,221,1485,1485,3,13,472,299,698,,7759,6803,956,7759,7759,,,,,
21069,Huaquechula,4593,3485,1108,4593,3155,55,,659,621,1477,343,26158,20996,5162,26158,17813,8345,,,,
21070,Huatlatlauca,1712,1401,311,1712,1712,21,19,667,352,266,387,9016,7891,1125,9016,9016,,,,,
21071,Huauchinango,13835,10990,2845,13835,4515,24,,1302,1274,1438,477,69019,57706,11313,69019,23274,7606,38139,,,
21072,Huehuetla,2569,2262,307,2569,2569,1,,84,340,1740,404,13943,12627,1316,13943,13943,,,,,
21073,Huehuetlán el Chico,1673,1310,363,1673,206,28,48,,130,,,9026,7475,1551,9026,1169,7857,,,,
21074,Huejotzingo,6869,5871,998,6869,1863,24,40,163,390,593,653,40622,35929,4693,40622,11218,12940,16464,,,
21075,Hueyapan,1234,1011,223,1234,666,9,17,271,369,,,6866,5833,1033,6866,3701,3165,,,,
21076,Hueytamalco,4758,4132,626,4758,4009,254,307,2205,951,292,,25294,22699,2595,25294,21801,3493,,,,
21077,Hueytlalpan,811,658,153,811,811,20,11,313,120,347,,4596,3855,741,4596,4596,,,,,
21078,Huitzilan de Serdán,1751,1449,302,1751,1076,,15,245,569,247,,8741,7522,1219,8741,5541,3200,,,,
21079,Huitziltepec,755,617,138,755,755,,,22,331,,402,3836,3305,531,3836,3836,,,,,
21080,Atlequizayan,523,424,99,523,523,,,,,523,,2346,1967,379,2346,2346,,,,,
21081,Ixcamilpa de Guerrero,810,651,159,810,810,17,8,229,283,273,,4503,3847,656,4503,4503,,,,,
21082,Ixcaquixtla,1166,900,266,1166,397,7,30,232,128,,,5726,4759,967,5726,2096,3630,,,,
21083,Ixtacamaxtitlán,4932,4291,641,4932,4932,89,217,2395,1678,553,,28157,25629,2528,28157,28157,,,,,
21084,Ixtepec,1013,890,123,1013,251,,12,134,105,,,5038,4591,447,5038,1259,3779,,,,
21085,Izúcar de Matamoros,11976,8986,2990,11976,2518,84,53,584,612,775,410,61783,49021,12762,61783,13673,16227,31883,,,
21086,Jalpan,2180,1899,281,2180,2180,159,91,940,649,341,,11557,10427,1130,11557,11557,,,,,
21087,Jolalpan,1893,1561,332,1893,1077,65,81,178,217,536,,10128,8795,1333,10128,5787,4341,,,,
21088,Jonotla,911,763,148,911,911,20,33,107,457,294,,4549,4012,537,4549,4549,,,,,
21089,Jopala,2333,1966,367,2333,1242,7,29,231,302,673,,12450,11050,1400,12450,6582,5868,,,,
21090,Juan C. Bonilla,1810,1519,291,1810,,,,,,,,11144,9658,1486,11144,,11144,,,,
21091,Juan Galindo,1393,1075,318,1393,131,18,23,90,,,,6602,5395,1207,6602,681,5921,,,,
21092,Juan N. Méndez,891,725,166,891,891,6,18,103,359,405,,4555,3983,572,4555,4555,,,,,
21093,Lafragua,1987,1733,254,1987,1579,13,,233,202,386,745,12329,11102,1227,12329,9566,2763,,,,
21094,Libres,3583,2886,697,3583,1875,18,14,753,303,787,,20211,17001,3210,20211,11025,9186,,,,
21095,La Magdalena Tlatlauquitepec,136,118,18,136,136,,,,136,,,756,688,68,756,756,,,,,
21096,Mazapiltepec de Juárez,408,340,68,408,408,13,,139,,256,,2083,1771,312,2083,2083,,,,,
21097,Mixtla,297,246,51,297,297,2,,,115,180,,1733,1510,223,1733,1733,,,,,
21098,Molcaxac,742,607,135,742,742,7,15,,460,260,,3933,3395,538,3933,3933,,,,,
21099,Cañada Morelos,2889,2467,422,2889,1734,5,46,416,981,286,,14824,13273,1551,14824,8892,5932,,,,
21100,Naupan,1578,1319,259,1578,1578,12,15,337,254,960,,8561,7451,1110,8561,8561,,,,,
21101,Nauzontla,761,576,185,761,761,,,176,240,345,,3729,3014,715,3729,3729,,,,,
21102,Nealtican,1310,1142,168,1310,,,,,,,,8297,7343,954,8297,,8297,,,,
21103,Nicolás Bravo,754,598,156,754,754,17,12,284,96,,345,4425,3707,718,4425,4425,,,,,
21104,Nopalucan,2131,1801,330,2131,765,25,21,134,238,,347,13353,11677,1676,13353,5005,8348,,,,
21105,Ocotepec,862,699,163,862,862,6,35,146,145,530,,4615,3930,685,4615,4615,,,,,
21106,Ocoyucan,2975,2486,489,2975,756,,16,363,148,229,,17357,14856,2501,17357,4387,12970,,,,
21107,Olintla,2019,1713,306,2019,1478,30,28,104,464,166,686,11348,9977,1371,11348,8689,2659,,,,
21108,Oriental,2093,1652,441,2093,602,26,11,170,395,,,11485,9467,2018,11485,3590,7895,,,,
21109,Pahuatlán,3111,2548,563,3111,1935,,,669,394,460,412,15987,13754,2233,15987,9773,6214,,,,
21110,Palmar de Bravo,4807,4025,782,4807,1493,56,16,481,263,265,412,26677,23388,3289,26677,8084,18593,,,,
21111,Pantepec,3337,2899,438,3337,2643,58,95,956,921,204,409,17562,15879,1683,17562,14296,3266,,,,
21112,Petlalcingo,1929,1498,431,1929,1364,5,25,679,142,513,,9414,8025,1389,9414,6850,2564,,,,
21113,Piaxtla,1213,880,333,1213,1213,17,48,256,265,627,,6055,4685,1370,6055,6055,,,,,
21114,Puebla,222810,178375,44435,222810,2383,65,19,456,1003,427,413,1039735,869301,170434,1039735,13358,35853,,,990524,
21115,Quecholac,4723,4110,613,4723,1125,36,19,187,96,787,,28321,25356,2965,28321,6635,21686,,,,
21116,Quimixtlán,2612,2210,402,2612,2612,24,120,1198,510,760,,16413,14375,2038,16413,16413,,,,,
21117,Rafael Lara Grajales,2059,1691,368,2059,502,7,,,174,,321,11334,9637,1697,11334,2927,8407,,,,
21118,Los Reyes de Juárez,2654,2329,325,2654,191,,,,,191,,15697,14255,1442,15697,1096,14601,,,,
21119,San Andrés Cholula,6164,5210,954,6164,277,7,35,95,140,,,36051,31332,4719,36051,1462,17684,16905,,,
21120,San Antonio Cañada,543,475,68,543,543,,8,72,160,303,,3155,2791,364,3155,3155,,,,,
21121,San Diego la Mesa Tochimiltzingo,215,185,30,215,215,,,215,,,,1129,1019,110,1129,1129,,,,,
21122,San Felipe Teotlalcingo,1288,1094,194,1288,451,6,,,100,,345,7646,6719,927,7646,2652,4994,,,,
21123,San Felipe Tepatlán,919,767,152,919,919,5,10,397,507,,,4605,3913,692,4605,4605,,,,,
21124,San Gabriel Chilac,1941,1553,388,1941,241,,,,,241,,10274,8741,1533,10274,1505,8769,,,,
21125,San Gregorio Atzompa,1017,866,151,1017,,,,,,,,5296,4650,646,5296,,5296,,,,
21126,San Jerónimo Tecuanipan,777,635,142,777,777,13,,,,764,,4441,3849,592,4441,4441,,,,,
21127,San Jerónimo Xayacatlán,858,668,190,858,858,13,19,236,338,252,,3760,3158,602,3760,3760,,,,,
21128,San José Chiapa,987,869,118,987,361,24,,184,,153,,5541,5063,478,5541,2172,3369,,,,
21129,San José Miahuatlán,1852,1599,253,1852,742,,,,304,438,,9649,8714,935,9649,3944,5705,,,,
21130,San Juan Atenco,704,576,128,704,704,1,,30,228,,445,3325,2860,465,3325,3325,,,,,
