Área Geográfica,,Estadística de defunciones generales,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,Defunciones por homicidio,,,,,,,,,,,,,,,,,,,,,,,
,,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
,,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión,Ent y mun ocurre lesión
Clave,Nombre,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total,Total
20469,Santiago Juxtlahuaca,10,9,13,18,5,16,9,13,12,11,5,5,2,8,4,15,22,22,23,27,37,28,25,18
20470,Santiago Lachiguiri,2,,,1,1,1,,1,1,,,,1,,1,3,5,2,2,1,1,3,5,
20471,Santiago Lalopa,,,,,,,1,,,,,,,,,,,,,,,,,
20472,Santiago Laollaga,2,2,2,2,1,,,,,,,1,,,2,1,,1,,1,3,1,,2
20473,Santiago Laxopa,,,,,1,,2,,,,,,,,,,,,1,,,,1,
20474,Santiago Llano Grande,1,,1,,1,1,,,,,2,1,3,2,3,7,1,4,2,2,1,2,1,2
20475,Santiago Matatlán,6,,2,,1,1,,1,1,,,,,,1,,,2,3,,,,3,2
20476,Santiago Miltepec,,,,,,,,,,,,,,1,,,1,,,,,3,,
20477,Santiago Minas,,,,,1,,,,,,,,,,2,6,,2,1,3,,,1,1
20478,Santiago Nacaltepec,,,,,,,1,2,1,,,,,,1,,,,,,,1,,
20479,Santiago Nejapilla,,,,,,,,,,,,,,,,,,,,,,,,
20480,Santiago Nundiche,,,,,,,,,,,,,,,,,,,,,,,,
20481,Santiago Nuyoó,,1,,,,,,2,,,,,,,,,,,,,,,,
20482,Santiago Pinotepa Nacional,13,26,16,21,16,12,10,14,7,20,22,16,15,12,12,15,21,24,35,30,30,50,27,29
20483,Santiago Suchilquitongo,1,1,,,1,1,1,1,1,1,2,2,2,2,,1,,,,,,1,2,
20484,Santiago Tamazola,,2,,,,1,,,1,,,,,1,,1,,1,,,3,1,1,
20485,Santiago Tapextla,,,1,,,,2,,1,,1,,,,,,1,1,2,3,6,1,1,
20486,Villa Tejúpam de la Unión,,,1,,,,,,,,,,,,,,1,,,,,,,
20487,Santiago Tenango,,1,,,1,,,,,,,,1,,,,,,1,,,,,
20488,Santiago Tepetlapa,,,,,,,,,,,,,,,,,,,,,,,,
20489,Santiago Tetepec,1,2,1,4,3,,,1,1,4,3,1,1,,1,8,4,4,6,4,5,2,3,8
20490,Santiago Texcalcingo,,1,3,,,,1,1,2,1,1,1,1,1,3,4,1,2,,1,,,1,
20491,Santiago Textitlán,,,,,,,,,1,,2,26,,,,,1,1,3,1,,,,1
20492,Santiago Tilantongo,2,,,2,2,,,,,2,1,,,,,,,2,,1,5,,4,
20493,Santiago Tillo,,,,,,,,,,,,,,,,,,,,,,,,
20494,Santiago Tlazoyaltepec,1,,1,,,,,,,,1,,,,1,,1,,2,,,,,1
20495,Santiago Xanica,,1,,,1,1,2,1,2,2,3,2,1,2,7,10,9,2,7,7,1,2,5,8
20496,Santiago Xiacuí,,,,,,,,,,,,,,,,,,,,,,,,
20497,Santiago Yaitepec,1,1,,1,,,,,,1,,1,5,9,3,11,2,4,1,,,,,1
20498,Santiago Yaveo,1,2,,3,,,2,,4,1,1,1,1,2,1,4,6,8,10,4,8,8,10,5
20499,Santiago Yolomécatl,,,,,,,,,,1,,,1,,,1,,,,,,,,1
20500,Santiago Yosondúa,,,,1,1,1,2,1,,,1,,1,1,2,3,2,2,,,,2,,
20501,Santiago Yucuyachi,1,,,1,,,,2,,,1,3,,,,1,,1,1,1,,1,,1
20502,Santiago Zacatepec,,,2,,,3,2,2,,,1,,,2,1,1,2,2,2,,,1,,
20503,Santiago Zoochila,,,,,,,,,,,,,,,,,,,,,,,,
20504,Nuevo Zoquiápam,,,,,,,,,,1,,,,1,,,,,2,,1,,,
20505,Santo Domingo Ingenio,1,2,2,,1,,,1,1,,1,,1,1,,3,2,2,4,4,3,4,3,
20506,Santo Domingo Albarradas,,,,,,,,,,,,,,1,,,,,,,,,1,
20507,Santo Domingo Armenta,,1,1,1,2,,1,1,,2,5,1,2,2,,1,,2,,,5,1,1,1
20508,Santo Domingo Chihuitán,,,,,,,,,,,,1,,,,,,,,,1,,,
20509,Santo Domingo de Morelos,4,2,,4,3,1,6,1,1,1,,2,4,1,1,1,2,3,5,12,11,10,10,23
20510,Santo Domingo Ixcatlán,,,,1,,2,1,,,,,,,,,,,,,,,,1,
20511,Santo Domingo Nuxaá,2,1,,1,,,1,,,,1,,,,,,1,,1,,,1,,
20512,Santo Domingo Ozolotepec,,1,,,,,,1,,,,,,,1,2,1,1,,,,1,,
20513,Santo Domingo Petapa,3,,2,2,1,2,4,2,,1,,2,2,,5,3,3,3,4,1,14,7,2,3
20514,Santo Domingo Roayaga,,1,,,,,,,,,,,1,,,,,,,,,,,
20515,Santo Domingo Tehuantepec,10,8,7,9,8,5,6,3,8,4,9,6,3,7,5,6,5,14,12,11,19,17,13,20
20516,Santo Domingo Teojomulco,4,1,,1,1,,,,4,5,1,4,,2,2,11,3,2,,1,4,2,9,5
20517,Santo Domingo Tepuxtepec,1,,1,1,,,2,,,,,,1,1,3,,,,,3,8,2,,1
20518,Santo Domingo Tlatayápam,,,,,,,,,,,,,,,,,,,,,,,,
20519,Santo Domingo Tomaltepec,1,,,,,,,,,,,,,,,,,2,,,,,,
20520,Santo Domingo Tonalá,,,1,,1,,,1,,2,1,,2,,,1,2,,1,2,,,1,2
20521,Santo Domingo Tonaltepec,,,,,,,,,,,,,,,,,,,,1,,,,
20522,Santo Domingo Xagacía,1,,,,,,,,,,,,,,,,1,,,,,,,
20523,Santo Domingo Yanhuitlán,,,,,1,1,,,,,,,,,,,,,,,,,,
20524,Santo Domingo Yodohino,,,,,,,,,,,,,,,,,,,,,,,,
20525,Santo Domingo Zanatepec,,2,1,,,,2,1,2,,1,3,1,,,,1,2,2,5,4,10,3,3
20526,Santos Reyes Nopala,2,4,2,7,2,5,3,2,2,2,5,7,2,2,7,4,4,7,13,10,7,12,5,7
20527,Santos Reyes Pápalo,,1,,,1,1,1,,,1,,,1,,,,,2,,,,,,1
20528,Santos Reyes Tepejillo,,,,,,,,,,,,,2,,,1,,1,2,,,,,1
20529,Santos Reyes Yucuná,,,,,,,,,,,2,,,,,,,,,,,,,
20530,Santo Tomás Jalieza,,1,,1,,,,,,,,,,,,,,1,,,,,,
20531,Santo Tomás Mazaltepec,,,,,,1,,,,,,,,,,,,,,,,,,
20532,Santo Tomás Ocotepec,2,,,,,2,,1,,,,,,,,,,,,,1,,,
20533,Santo Tomás Tamazulapan,,,1,1,,1,1,,,3,2,,,1,,,,,,,2,,,
20534,San Vicente Coatlán,1,4,,1,1,1,1,,,,1,1,,,,4,2,,9,2,2,3,4,5
20535,San Vicente Lachixío,1,,,,,,,,,,,,,1,,,1,,1,1,2,,,
20536,San Vicente Nuñú,,,,,,,,,,,,,,,,,,,,,,,,
20537,Silacayoápam,3,1,1,2,6,2,2,2,,2,,1,1,2,,3,3,2,4,4,3,,4,5
20538,Sitio de Xitlapehua,,,,,,,,,,1,,1,1,,,,1,,,,,,,
20539,Soledad Etla,,,,1,1,1,,1,,,2,,1,,,,,1,,1,,,,
20540,Villa de Tamazulápam del Progreso,,3,,,2,,,,1,,,,1,,2,,1,,,,1,2,,
20541,Tanetze de Zaragoza,,,,,,,,,,,1,,,,,,,1,,,,,,1
20542,Taniche,1,,1,,1,,,,,,,,,,,,,,1,,,1,,1
20543,Tataltepec de Valdés,1,2,8,2,1,1,2,3,,1,2,1,,1,8,2,6,7,10,15,17,11,6,7
20544,Teococuilco de Marcos Pérez,,2,2,,,,,,,,,1,1,1,,,,,,,,,,
20545,Teotitlán de Flores Magón,1,1,1,2,3,1,,1,6,3,1,2,1,5,,2,4,1,1,1,5,4,8,2
20546,Teotitlán del Valle,,,,1,,,,,,1,3,1,,,,,,,,,,,,1
20547,Teotongo,,,,,,,,,,,,,,,,,,,,,,,,
20548,Tepelmeme Villa de Morelos,,,,,,,,1,1,,2,,1,2,1,,,,,,,1,,
20549,Tezoatlán de Segura y Luna,1,,,1,1,2,,,1,4,,2,,,2,1,3,1,,,,,2,5
20550,San Jerónimo Tlacochahuaya,1,,,1,,,1,1,,1,,1,1,1,,,1,3,,2,,,,
20551,Tlacolula de Matamoros,3,2,2,4,4,2,3,3,,4,4,4,3,5,5,3,5,10,4,4,2,9,2,3
20552,Tlacotepec Plumas,,,,,,,,,,,,,,,,,,,,,,,,
20553,Tlalixtac de Cabrera,,,1,1,1,1,1,,,,,,,1,,,,1,1,2,,1,,1
20554,Totontepec Villa de Morelos,,,1,,1,,,,1,1,,1,,,,,,,,1,,,,1
20555,Trinidad Zaachila,,,,2,,,,1,,1,,,,,,,,,,,,2,3,1
20556,La Trinidad Vista Hermosa,,,,,,,,,,,,,,,,,,,,,,,,
20557,Unión Hidalgo,2,,,,1,1,,,1,1,3,,4,,2,,,2,3,1,1,2,2,4
20558,Valerio Trujano,,,,,1,1,,,1,,,,,,,,,,,,,2,2,2
20559,San Juan Bautista Valle Nacional,2,4,,2,2,2,1,,3,,4,2,1,2,3,3,7,3,6,1,2,5,4,
20560,Villa Díaz Ordaz,1,,,,,1,1,,1,,,,,,,,,2,,,,,,
20561,Yaxe,1,,1,,1,1,,1,1,,1,,1,1,,2,2,2,,10,1,3,2,1
20562,Magdalena Yodocono de Porfirio Díaz,,,,,,,,,,,,,,,,,,,,1,,,,
20563,Yogana,1,,,1,1,1,1,,3,,,2,1,,,1,1,,3,2,1,3,2,1
20564,Yutanduchi de Guerrero,,,,,,,,,1,,,,,,,,1,,,,,,,
20565,Villa de Zaachila,8,5,3,6,4,5,4,6,5,2,7,2,3,5,2,3,4,2,7,4,3,2,5,4
20566,San Mateo Yucutindó,1,,2,,1,1,2,2,3,3,8,2,2,3,7,3,,5,3,8,5,6,2,7
20567,Zapotitlán Lagunas,1,1,,4,,,,3,2,1,3,1,,2,2,2,,1,,1,,5,4,7
20568,Zapotitlán Palmas,,,,,,,1,,,,,,,1,,,,1,,,,,,
20569,Santa Inés de Zaragoza,,,,,,,,,,,,,,1,,,1,1,,,,,,
20570,Zimatlán de Álvarez,3,3,1,3,6,2,5,5,,2,4,1,1,3,2,3,2,9,6,5,6,4,6,1
20901,Silacayoapam,,,,,,,,,,,,,,,,,,,,,,,,
20902,Huajuapam,,,,,,,,,,,,,,,,,,,,,,,,
20903,Coixtlahuaca,,,,,,,,,,,,,,,,,,,,,,,,
20904,Teotitlán,,,,,,,,,,,,,,,,,,,,,,,,
20905,Cuicatlán,,,,,,,,,,,,,,,,,,,,,,,,
20906,Tuxtepec,,,,,,,,,,,,,,,,,,,,,,,,
20907,Choapam,,,,,,,,,,,,,,,,,,,,,,,,
20908,Juxtlahuaca,,,,,,,,,,,,,,,,,,,,,,,,
20909,Teposcolula,,,,,,,,,,,,,,,,,,,,,,,,
20910,Nochixtlán,,,,,,,,,,,,,,,,,,,,,,,,
20911,Etla,,,,,,,,,,,,,,,,,,,,,,,,
20912,Benemerito Distrito de Ixtlán de Juárez,,,,,,,,,,,,,,,,,,,,,,,,
20913,Villa Alta,,,,,,,,,,,,,,,,,,,,,,,,
20914,Mixe,,,,,,,,,,,,,,,,,,,,,,,,
20915,Putla,,,,,,,,,,,,,,,,,,,,,,,,
20916,Tlaxiaco,,,,,,,,,,,,,,,,,,,,,,,,
20917,Zaachila,,,,,,,,,,,,,,,,,,,,,,,,
20918,Zimatlán,,,,,,,,,,,,,,,,,,,,,,,,
20919,Centro,,,,,,,,,,,,,,,,,,,,,,,,
20920,Tlacolula,,,,,,,,,,,,,,,,,,,,,,,,
20921,Jamiltepec,,,,,,,,,,,,,,,,,,,,,,,,
20922,Juquila,,,,,,,,,,,,,,,,,,,,,,,,
20923,Sola de Vega,,,,,,,,,,,,,,,,,,,,,,,,
20924,Ejutla,,,,,,,,,,,,,,,,,,,,,,,,
20925,Ocotlán,,,,,,,,,,,,,,,,,,,,,,,,
20926,Miahuatlán,,,,,,,,,,,,,,,,,,,,,,,,
20927,Yautepec,,,,,,,,,,,,,,,,,,,,,,,,
20928,Tehuantepec,,,,,,,,,,,,,,,,,,,,,,,,
20929,Juchitán,,,,,,,,,,,,,,,,,,,,,,,,
20930,Pochutla,,,,,,,,,,,,,,,,,,,,,,,,
20996,No especificado,,2,1,,1,,1,1,,,1,,2,2,4,2,4,1,5,3,7,3,1,4
20997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,
21,Puebla,545,474,454,382,370,363,281,357,324,379,355,373,417,395,442,508,510,491,584,518,609,553,428,541
21001,Acajete,2,3,2,4,2,1,5,1,,3,2,1,4,4,1,2,1,1,2,4,2,1,1,2
21002,Acateno,,,1,1,1,,1,,,,1,,1,,,1,2,,,1,,1,,2
21003,Acatlán,10,8,,6,1,7,9,6,9,7,2,8,5,3,10,12,8,8,11,5,8,18,18,17
21004,Acatzingo,7,5,3,1,1,2,2,1,1,2,,,1,1,,,1,1,1,2,2,3,,1
21005,Acteopan,,,1,,1,,,,,,,,,,,,1,,,1,,,1,
21006,Ahuacatlán,6,1,1,3,,1,1,1,,1,1,,3,1,,3,,,,1,2,,3,3
21007,Ahuatlán,,,1,,,,1,,,,1,1,,,3,1,,,2,,,1,1,1
21008,Ahuazotepec,2,,,,1,1,,,2,,,1,3,1,2,,2,,,2,2,1,1,2
21009,Ahuehuetitla,,,,1,,,,,,,,,,,,1,1,,,1,,,1,1
21010,Ajalpan,7,1,8,1,3,7,5,1,1,6,4,,6,,7,8,2,4,2,3,2,4,,1
21011,Albino Zertuche,,2,,,,,,,,,,,1,1,,,,,1,,,,,
21012,Aljojuca,1,,,,,1,,,2,,,,,,,1,,,,2,2,,,3
21013,Altepexi,1,1,2,1,,,,1,1,,1,2,1,,,2,2,1,,,,1,,2
21014,Amixtlán,1,1,,,,1,,1,,,,,1,,,,2,1,,,,,1,
21015,Amozoc,7,6,3,2,4,,2,1,1,3,2,3,1,2,1,1,3,2,7,3,3,1,,5
21016,Aquixtla,,,1,,,1,,,,,1,,,1,1,1,,,,1,,,,1
21017,Atempan,1,1,1,,,2,1,1,3,1,2,3,2,,2,,3,1,2,,2,,1,1
21018,Atexcal,,,,,,,,1,1,1,,,,,,,,,,,,,,
21019,Atlixco,25,10,14,19,15,13,19,5,16,15,13,13,9,13,8,16,21,21,23,23,28,22,26,33
21020,Atoyatempan,,1,,,,,,,,1,,,,3,,,,,,,1,,,
21021,Atzala,1,,1,,1,,1,1,,,,,,,1,,,,,,,,,
21022,Atzitzihuacán,2,1,2,1,1,2,2,2,1,2,2,,4,,2,,1,4,2,1,1,1,,1
21023,Atzitzintla,,1,2,,,2,,,,,1,1,1,,,2,1,1,,2,1,,,
21024,Axutla,,,1,,1,,,,,,,2,,,,,1,,,3,,1,,
21025,Ayotoxco de Guerrero,1,1,,,,1,,,,,1,2,,,,2,,1,,,2,,,
21026,Calpan,2,2,,1,,,1,,1,,,,3,,,,,,,,1,,1,
21027,Caltepec,,,,,,,,,,2,,,,,,,,,,,,,,
21028,Camocuautla,,,,,1,,,1,,1,,,,,,1,,,,,,,,
21029,Caxhuacan,,1,,,,,,1,,,,,,,,,,,,,,,1,
21030,Coatepec,,,,,,,,,1,,,,,,,,,,,,1,,,
21031,Coatzingo,,,,,,,,2,,,,,,,1,2,1,1,,,2,,1,
21032,Cohetzala,,,,,,,,,,,,1,2,,,,,,,,,,,
21033,Cohuecan,,,1,2,,,,2,1,,,,1,,,2,2,,,,,,1,
21034,Coronango,4,,3,3,3,1,2,1,1,1,3,1,3,1,1,4,1,2,,1,3,,,4
21035,Coxcatlán,1,1,2,1,3,1,2,3,,,3,4,3,2,3,1,5,1,2,2,4,2,,
21036,Coyomeapan,1,4,2,,4,1,4,2,3,1,5,4,,4,1,6,2,2,5,4,5,3,,1
21037,Coyotepec,,,,,,,,,,,,,,,,,,,,,,3,,1
21038,Cuapiaxtla de Madero,,,,,1,,,,,,,,,1,,1,,1,,1,,,,
21039,Cuautempan,,1,1,,,,,,,1,,,,,,,,,,1,,1,,
21040,Cuautinchán,2,2,1,,,2,,,,,,,,,,,,,,2,,1,,
21041,Cuautlancingo,8,4,6,2,5,3,2,2,4,3,3,3,2,5,1,4,,4,1,,2,,1,2
21042,Cuayuca de Andrade,1,,1,,1,1,,,,,1,,2,,1,1,1,,,1,3,1,,1
21043,Cuetzalan del Progreso,8,,,2,5,3,3,1,4,1,2,2,3,4,3,1,5,1,2,3,6,5,8,9
21044,Cuyoaco,,,,,,,,,,,,,,,1,,2,,1,,,,,
21045,Chalchicomula de Sesma,2,6,1,4,4,2,,2,,1,3,3,3,3,5,2,3,1,2,1,1,4,,3
21046,Chapulco,,,,,,,,,,,,,,,,,,,,,2,,,
21047,Chiautla,,5,1,2,3,3,5,1,2,2,1,5,11,5,5,4,7,2,3,6,3,1,1,7
21048,Chiautzingo,,1,4,1,1,1,,2,1,,,,1,,,1,1,2,,2,1,1,1,2
21049,Chiconcuautla,3,,4,2,4,1,1,2,2,2,2,3,6,2,,3,1,1,,,1,4,3,
21050,Chichiquila,,1,,1,1,,,,1,,,,,,1,1,,1,3,5,,2,3,2
21051,Chietla,12,5,8,8,7,5,5,12,6,7,3,3,4,8,9,10,5,7,6,1,5,6,13,3
21052,Chigmecatitlán,,,,,,,,,,,,,,,,,,,,,,,,
21053,Chignahuapan,7,8,6,7,4,9,2,5,3,6,5,5,11,7,4,7,8,11,7,6,6,7,10,9
21054,Chignautla,2,1,,2,,,1,,,1,2,,3,3,2,,2,1,,,1,2,,1
21055,Chila,1,,1,,1,1,,1,1,,,,1,1,1,,1,1,2,2,1,,,
21056,Chila de la Sal,1,,,,,,,,,,1,,,,,,2,,,,,,,3
21057,Honey,1,4,,1,1,,,2,,1,,,,,2,,,,,,1,2,,
21058,Chilchotla,,1,1,1,,,,1,,1,,,,,1,1,,,,,,,,1
21059,Chinantla,2,2,1,,,2,1,,,,,,,,,1,1,1,2,3,1,,1,
21060,Domingo Arenas,1,,,,,,,,,,,1,,1,,,1,,,,1,,,
21061,Eloxochitlán,1,,1,,1,,,1,2,,,1,,1,,4,,2,,,1,1,,
21062,Epatlán,2,1,,2,1,,,1,1,2,,3,2,1,1,,5,,,,,,,
21063,Esperanza,5,3,,3,1,,,1,,1,1,,,,,2,,,1,2,2,3,1,
21064,Francisco Z. Mena,2,1,3,1,,3,1,2,,,1,3,2,1,3,1,3,1,3,2,2,1,1,6
21065,General Felipe Ángeles,,1,,,,,,1,2,1,,,,1,,,,,,2,1,2,,
21066,Guadalupe,,4,1,4,2,1,1,1,,2,1,1,,3,1,,1,,4,1,1,2,2,
21067,Guadalupe Victoria,2,3,2,,1,,1,,,1,,,,,,1,1,1,,1,,,,
21068,Hermenegildo Galeana,,,1,1,1,2,,1,,1,,,,1,,2,2,,,,,,,
21069,Huaquechula,3,8,2,2,3,5,,3,5,2,5,4,2,5,2,1,2,3,3,1,3,1,3,3
21070,Huatlatlauca,1,,1,1,,1,2,,,,,,,,4,,,,,,,,,
21071,Huauchinango,18,11,12,14,12,13,6,10,9,11,22,12,6,14,8,15,25,38,34,14,12,19,4,12
21072,Huehuetla,,,1,3,,,,2,,1,4,2,,,,2,1,1,3,,4,,,3
21073,Huehuetlán el Chico,1,,,1,,2,1,1,3,,1,,1,2,1,6,2,3,,1,1,2,,3
21074,Huejotzingo,10,2,1,3,3,1,7,1,2,6,3,8,4,2,3,3,7,5,5,5,3,1,5,3
21075,Hueyapan,,1,1,1,1,1,2,1,,,,1,,,2,1,,,2,,1,,,
21076,Hueytamalco,1,4,1,3,2,1,3,3,,,2,,5,2,3,5,4,4,4,3,2,4,2,1
21077,Hueytlalpan,,,,,,,,,,,,,,,,,,,,,,2,,
21078,Huitzilan de Serdán,1,1,1,1,1,,2,,,2,2,1,1,2,1,2,4,,,1,,,1,2
21079,Huitziltepec,,,,,,,,,,,,,,,,,2,,,,,1,,1
21080,Atlequizayan,,1,,,,,,,,1,,,1,,,,,,,,,,1,
21081,Ixcamilpa de Guerrero,,,,,,1,,1,,,1,3,3,2,,2,1,4,1,3,,,4,5
21082,Ixcaquixtla,,,1,,,,,,,,,,1,1,,1,,,1,,,,,
21083,Ixtacamaxtitlán,2,3,,1,,1,,1,2,,1,1,,1,,4,,3,2,,,1,,1
21084,Ixtepec,,,,1,1,,,,,,,1,,,,,,,,1,1,2,,
21085,Izúcar de Matamoros,8,14,18,7,5,18,5,13,13,17,4,11,9,15,26,17,14,19,27,10,25,27,34,31
21086,Jalpan,5,6,3,4,4,9,5,3,2,2,4,1,1,6,3,3,8,6,2,4,7,6,1,3
21087,Jolalpan,5,1,,,4,1,1,,1,,2,2,5,1,,,2,2,3,7,2,3,3,4
21088,Jonotla,,2,,,,,,,,,2,,,2,3,1,2,3,1,,1,1,1,2
21089,Jopala,,,1,,1,2,,2,3,4,1,1,2,1,3,1,,1,1,3,1,1,,2
21090,Juan C. Bonilla,3,2,2,2,,2,,,3,,,1,,,1,1,2,1,3,4,,1,1,2
21091,Juan Galindo,,,1,,,3,,,1,,2,1,,,2,2,,,,1,1,2,,
21092,Juan N. Méndez,,,,,,,1,,,1,,1,,,,,,,1,,,,,
21093,Lafragua,,1,,,,,,,2,,,,,,,,,1,,,1,,,
21094,Libres,1,6,1,2,3,1,4,,2,,1,1,1,,3,5,1,,2,2,3,3,2,3
21095,La Magdalena Tlatlauquitepec,,,,,,,,,,,,,,,,,,,,,,,,
21096,Mazapiltepec de Juárez,,,,,2,1,,,,,,,1,,,,,,1,,,,,
21097,Mixtla,,,,,,,,,,,,,,,,1,,,,,,,,
21098,Molcaxac,,3,,,,,,,,,2,1,,,,,,,1,1,,,,
21099,Cañada Morelos,5,2,,,1,,2,1,1,3,2,1,,2,3,1,6,,1,1,1,2,,6
21100,Naupan,2,2,2,,1,1,,,4,,1,,2,,1,,1,1,1,1,4,2,,1
21101,Nauzontla,,,,,,,,,,,,,,,,2,,,1,,,,,1
21102,Nealtican,3,,,,,,,,2,1,2,,,,,,1,,,,2,,,1
21103,Nicolás Bravo,,1,,1,1,,,1,,,,1,1,1,,1,1,3,,1,3,,,2
21104,Nopalucan,2,,1,1,2,1,1,,,,,,1,,3,1,,2,1,,1,,,1
21105,Ocotepec,,,,,,3,,,,,,1,,,2,,,,,,,,,
21106,Ocoyucan,10,3,1,1,3,3,1,2,1,2,1,,1,3,2,3,3,1,2,2,5,1,3,2
21107,Olintla,1,,,,,,,,1,,,,1,1,1,3,,1,2,1,,3,,1
21108,Oriental,1,,2,1,1,1,,,,,,,,,,3,,1,1,,3,2,,1
21109,Pahuatlán,2,3,1,2,3,2,1,2,1,1,1,2,4,2,3,4,1,4,3,4,5,2,1,5
21110,Palmar de Bravo,7,,2,3,2,4,2,,,3,1,4,2,,2,2,2,2,6,5,1,2,5,1
21111,Pantepec,3,5,3,2,2,1,2,4,1,3,4,,5,6,1,3,4,1,3,,3,6,1,4
21112,Petlalcingo,2,2,1,5,2,1,1,1,,1,3,1,1,1,2,,1,3,3,2,4,1,5,4
21113,Piaxtla,,1,1,1,,2,,,1,2,2,2,1,1,1,,1,4,2,3,4,,,1
21114,Puebla,93,104,99,74,78,61,54,85,76,90,85,93,91,82,88,105,123,95,170,132,172,142,122,135
21115,Quecholac,7,6,,1,2,3,1,4,4,4,1,,,,1,4,2,2,1,3,,2,7,3
21116,Quimixtlán,,,2,,,,,1,,,,2,1,1,2,,,1,,2,3,,2,4
21117,Rafael Lara Grajales,,,,,,,,,,,,,,,,,1,,,,1,,,
21118,Los Reyes de Juárez,,1,1,4,1,,1,,1,,,,2,,1,1,,,1,1,,,,1
21119,San Andrés Cholula,5,6,1,5,3,4,3,3,,4,4,1,1,3,5,2,3,2,5,5,4,2,7,4
21120,San Antonio Cañada,,1,1,1,,,,,,,,,,1,,,,1,1,,2,,,
21121,San Diego la Mesa Tochimiltzingo,,,,1,,,,,,,,,1,,,,,,,,,,,
21122,San Felipe Teotlalcingo,2,,,1,,,,,,,,,3,,,,,,,,3,,,
21123,San Felipe Tepatlán,2,1,,,2,,,,,,1,2,,2,1,,4,1,1,1,,,,1
21124,San Gabriel Chilac,3,1,1,2,,1,,2,,,,,1,1,,,,,,2,1,,1,
21125,San Gregorio Atzompa,1,,,,,,,,1,,1,1,,,,,,,,,,,,
21126,San Jerónimo Tecuanipan,1,1,,,1,,,1,,1,,,,,,,,,,,,1,2,
21127,San Jerónimo Xayacatlán,,,3,,,1,,,3,,1,1,,,,,2,1,,1,,,,1
21128,San José Chiapa,,1,1,,,,,,,,,,,,,,,,1,1,,,,1
21129,San José Miahuatlán,,,,,1,,,,,,,,,,,,1,2,,1,,,,
21130,San Juan Atenco,,,1,,,,,,,,1,,1,,,,,,,,,4,,
21131,San Juan Atzompa,,,,,1,,,,,,,,,,,,,,,,,,,
21132,San Martín Texmelucan,11,13,9,4,9,11,5,15,6,4,3,8,10,14,9,8,8,8,9,9,9,17,10,12
21133,San Martín Totoltepec,,,,1,1,,,,,,,,,1,,,,,,,,,,
21134,San Matías Tlalancaleca,1,,1,,2,,2,1,,3,,,,,,1,,,,,1,3,1,1
21135,San Miguel Ixitlán,,,,,,1,,,,,,1,1,,,,,,,,,,,
21136,San Miguel Xoxtla,,1,1,,,1,,1,1,,,,,,,,,,,3,,1,,1
21137,San Nicolás Buenos Aires,,1,,,,,,,2,,,,,,,1,,,,,,,,
21138,San Nicolás de los Ranchos,,,1,2,,,1,,,1,,2,,1,1,,1,1,,,,,3,
21139,San Pablo Anicano,,,1,1,1,,2,,,,2,,,,,,1,,,,2,,,
21140,San Pedro Cholula,7,11,9,5,14,6,6,7,5,8,6,5,8,6,18,8,12,11,21,17,15,14,8,10
21141,San Pedro Yeloixtlahuaca,,,1,,1,,2,,,,,,1,,,,,2,,,1,,,
21142,San Salvador el Seco,,1,,,1,1,,,,3,,,,1,1,1,1,1,,,3,,,2
21143,San Salvador el Verde,2,3,,1,,1,,1,,,1,,4,5,,,1,3,2,1,1,1,,
21144,San Salvador Huixcolotla,1,,,1,,,,,,1,1,,,,,,1,,1,,,,,
21145,San Sebastián Tlacotepec,3,2,2,3,3,4,1,4,,4,3,5,,2,,2,4,1,2,2,2,1,2,1
21146,Santa Catarina Tlaltempan,,,,,,,,,,,,,,,,,,,,,,,,
21147,Santa Inés Ahuatempan,,2,,,1,1,,,,,1,3,1,,,1,1,2,4,,,1,,
21148,Santa Isabel Cholula,,1,,,,2,,,1,1,2,,,,1,,2,,3,1,1,,,2
21149,Santiago Miahuatlán,4,,3,,1,,3,1,3,1,,,1,,,1,,2,4,2,,1,,
21150,Huehuetlán el Grande,,,,,1,,1,2,,,1,1,1,1,,1,,,,,,1,1,1
21151,Santo Tomás Hueyotlipan,1,,1,,,,1,3,,,,,,,,,1,,,,,3,,1
21152,Soltepec,,1,1,,,1,,,2,1,2,1,,,3,1,,,,3,,2,,1
21153,Tecali de Herrera,3,3,3,,1,2,,,,,3,1,1,1,3,,2,,2,2,3,2,3,
