Área Geográfica,,XI Censo general de población y vivienda 1990,,,,,,,,,,,,,,,
,,Población Total,,,,,,,,,,,,,,,
,,Población total con estimación (Personas),,,,,,,,,,,,,,,
,,Tamaño localidad 15 tam,,,,,,,,,,,,,Sexo,,
Clave,Nombre,Total,"Menos de 2,500 habitantes",1 a 49  habitantes,50 a 99  habitantes,100 a 499 habitantes,500 a 999 habitantes,"1,000 a 1,999 habitantes","2,000 a 2,499 habitantes","2,500 a 14,999 habitantes","15,000 a 99,999 habitantes","100,000 a 999,999 habitantes","1,000,000 y más habitantes",No aplica para viviendas colectivas,Total,Hombres,Mujeres
20517,Santo Domingo Tepuxtepec,4214,4214,,,1718,657,1839,,,,,,,4214,2077,2137
20518,Santo Domingo Tlatayápam,175,175,,,175,,,,,,,,,175,85,90
20519,Santo Domingo Tomaltepec,2353,2353,,,,,,2353,,,,,,2353,1170,1183
20520,Santo Domingo Tonalá,6591,4079,46,,550,511,2972,,2512,,,,,6591,3193,3398
20521,Santo Domingo Tonaltepec,394,394,,,394,,,,,,,,,394,172,222
20522,Santo Domingo Xagacía,1132,1132,,,,,1132,,,,,,,1132,530,602
20523,Santo Domingo Yanhuitlán,1760,1760,167,262,392,939,,,,,,,,1760,840,920
20524,Santo Domingo Yodohino,521,521,,,,521,,,,,,,,521,255,266
20525,Santo Domingo Zanatepec,9694,3356,311,60,922,2063,,,6338,,,,,9694,4947,4747
20526,Santos Reyes Nopala,11582,7681,295,194,2802,1821,2569,,3901,,,,,11582,5787,5795
20527,Santos Reyes Pápalo,2312,2312,,75,321,,1916,,,,,,,2312,1134,1178
20528,Santos Reyes Tepejillo,1587,1587,45,,,,1542,,,,,,,1587,758,829
20529,Santos Reyes Yucuná,1121,1121,34,147,940,,,,,,,,,1121,572,549
20530,Santo Tomás Jalieza,2513,2513,10,,,1429,1074,,,,,,,2513,1221,1292
20531,Santo Tomás Mazaltepec,1954,1954,,,,,1954,,,,,,,1954,965,989
20532,Santo Tomás Ocotepec,4361,4361,,,2684,1677,,,,,,,,4361,2101,2260
20533,Santo Tomás Tamazulapan,1674,1674,69,,456,,1149,,,,,,,1674,820,854
20534,San Vicente Coatlán,3289,283,34,72,177,,,,3006,,,,,3289,1617,1672
20535,San Vicente Lachixío,2126,2126,,,,961,1165,,,,,,,2126,1027,1099
20536,San Vicente Nuñú,591,591,63,136,392,,,,,,,,,591,286,305
20537,Silacayoápam,11025,11025,,308,2684,5563,,2470,,,,,,11025,5315,5710
20538,Sitio de Xitlapehua,687,687,,,687,,,,,,,,,687,341,346
20539,Soledad Etla,3205,3205,48,,332,742,,2083,,,,,,3205,1597,1608
20540,Villa de Tamazulápam del Progreso,5566,984,115,176,693,,,,4582,,,,,5566,2409,3157
20541,Tanetze de Zaragoza,1837,1837,,,,509,1328,,,,,,,1837,894,943
20542,Taniche,1063,1063,,,,,1063,,,,,,,1063,499,564
20543,Tataltepec de Valdés,4622,4622,51,119,663,575,3214,,,,,,,4622,2328,2294
20544,Teococuilco de Marcos Pérez,1716,1716,,,118,,1598,,,,,,,1716,810,906
20545,Teotitlán de Flores Magón,6703,1264,21,98,487,658,,,5439,,,,,6703,3210,3493
20546,Teotitlán del Valle,5083,653,,,,653,,,4430,,,,,5083,2431,2652
20547,Teotongo,1298,1298,42,67,427,762,,,,,,,,1298,614,684
20548,Tepelmeme Villa de Morelos,1642,1642,173,174,656,639,,,,,,,,1642,755,887
20549,Tezoatlán de Segura y Luna,12085,12085,146,259,3417,3185,2896,2182,,,,,,12085,5656,6429
20550,San Jerónimo Tlacochahuaya,4491,4491,,,,,,4491,,,,,,4491,2079,2412
20551,Tlacolula de Matamoros,12255,2524,55,,421,639,1409,,9731,,,,,12255,5578,6677
20552,Tlacotepec Plumas,588,588,18,,,570,,,,,,,,588,280,308
20553,Tlalixtac de Cabrera,5121,197,9,,188,,,,4924,,,,,5121,2487,2634
20554,Totontepec Villa de Morelos,5394,5394,,,2960,689,1745,,,,,,,5394,2647,2747
20555,Trinidad Zaachila,2763,2763,,,,1423,1340,,,,,,,2763,1333,1430
20556,La Trinidad Vista Hermosa,429,429,54,208,167,,,,,,,,,429,204,225
20557,Unión Hidalgo,11957,8,8,,,,,,11949,,,,,11957,5864,6093
20558,Valerio Trujano,1710,1710,,,,1710,,,,,,,,1710,825,885
20559,San Juan Bautista Valle Nacional,21045,15520,392,439,7105,3702,3882,,5525,,,,,21045,10585,10460
20560,Villa Díaz Ordaz,5901,2952,,,577,,,2375,2949,,,,,5901,2868,3033
20561,Yaxe,1946,1946,,,,,1946,,,,,,,1946,962,984
20562,Magdalena Yodocono de Porfirio Díaz,1311,1311,,,489,822,,,,,,,,1311,627,684
20563,Yogana,1677,1677,17,,,,1660,,,,,,,1677,819,858
20564,Yutanduchi de Guerrero,1266,1266,,,,,1266,,,,,,,1266,603,663
20565,Villa de Zaachila,11961,1245,,,1245,,,,10716,,,,,11961,5597,6364
20566,San Mateo Yucutindó,3191,3191,43,70,3078,,,,,,,,,3191,1556,1635
20567,Zapotitlán Lagunas,3335,3335,,84,824,599,1828,,,,,,,3335,1601,1734
20568,Zapotitlán Palmas,1572,1572,28,,,,1544,,,,,,,1572,707,865
20569,Santa Inés de Zaragoza,2205,2205,102,695,1408,,,,,,,,,2205,1080,1125
20570,Zimatlán de Álvarez,15315,6804,153,136,2806,2339,1370,,8511,,,,,15315,7388,7927
20901,Silacayoapam,,,,,,,,,,,,,,,,
20902,Huajuapam,,,,,,,,,,,,,,,,
20903,Coixtlahuaca,,,,,,,,,,,,,,,,
20904,Teotitlán,,,,,,,,,,,,,,,,
20905,Cuicatlán,,,,,,,,,,,,,,,,
20906,Tuxtepec,,,,,,,,,,,,,,,,
20907,Choapam,,,,,,,,,,,,,,,,
20908,Juxtlahuaca,,,,,,,,,,,,,,,,
20909,Teposcolula,,,,,,,,,,,,,,,,
20910,Nochixtlán,,,,,,,,,,,,,,,,
20911,Etla,,,,,,,,,,,,,,,,
20912,Benemerito Distrito de Ixtlán de Juárez,,,,,,,,,,,,,,,,
20913,Villa Alta,,,,,,,,,,,,,,,,
20914,Mixe,,,,,,,,,,,,,,,,
20915,Putla,,,,,,,,,,,,,,,,
20916,Tlaxiaco,,,,,,,,,,,,,,,,
20917,Zaachila,,,,,,,,,,,,,,,,
20918,Zimatlán,,,,,,,,,,,,,,,,
20919,Centro,,,,,,,,,,,,,,,,
20920,Tlacolula,,,,,,,,,,,,,,,,
20921,Jamiltepec,,,,,,,,,,,,,,,,
20922,Juquila,,,,,,,,,,,,,,,,
20923,Sola de Vega,,,,,,,,,,,,,,,,
20924,Ejutla,,,,,,,,,,,,,,,,
20925,Ocotlán,,,,,,,,,,,,,,,,
20926,Miahuatlán,,,,,,,,,,,,,,,,
20927,Yautepec,,,,,,,,,,,,,,,,
20928,Tehuantepec,,,,,,,,,,,,,,,,
20929,Juchitán,,,,,,,,,,,,,,,,
20930,Pochutla,,,,,,,,,,,,,,,,
20996,No especificado,,,,,,,,,,,,,,,,
20997,Otros estados,,,,,,,,,,,,,,,,
21,Puebla,4126101,1473322,28496,33334,394215,388498,475301,153478,989375,516784,139450,1007170,,4126101,2008531,2117570
21001,Acajete,41227,2701,196,281,298,,1926,,38526,,,,,41227,20112,21115
21002,Acateno,8998,6125,766,972,3130,1257,,,2873,,,,,8998,4573,4425
21003,Acatlán,28875,16569,428,372,4726,4934,3735,2374,12306,,,,,28875,13613,15262
21004,Acatzingo,31059,6117,268,,283,1967,3599,,8700,16242,,,,31059,15414,15645
21005,Acteopan,2760,2760,,,684,,,2076,,,,,,2760,1376,1384
21006,Ahuacatlán,11334,11334,4,237,2050,4858,4185,,,,,,,11334,5550,5784
21007,Ahuatlán,3374,3374,93,53,997,,2231,,,,,,,3374,1595,1779
21008,Ahuazotepec,7811,7811,81,59,2349,1210,4112,,,,,,,7811,3859,3952
21009,Ahuehuetitla,2483,2483,47,69,615,,1752,,,,,,,2483,1116,1367
21010,Ajalpan,36884,20652,238,815,6847,7493,5259,,,16232,,,,36884,18260,18624
21011,Albino Zertuche,1791,1791,,,,,1791,,,,,,,1791,840,951
21012,Aljojuca,6502,2737,,,1150,,1587,,3765,,,,,6502,3141,3361
21013,Altepexi,12309,125,,125,,,,,12184,,,,,12309,6052,6257
21014,Amixtlán,4213,4213,9,89,672,,1012,2431,,,,,,4213,2030,2183
21015,Amozoc,35738,1580,139,169,324,948,,,6769,27389,,,,35738,17709,18029
21016,Aquixtla,7140,7140,35,,3857,3248,,,,,,,,7140,3534,3606
21017,Atempan,12696,9097,20,52,1830,3067,4128,,3599,,,,,12696,6272,6424
21018,Atexcal,3259,3259,87,59,2327,786,,,,,,,,3259,1550,1709
21019,Atlixco,104294,20355,642,588,4162,8130,6833,,9706,74233,,,,104294,49371,54923
21020,Atoyatempan,4512,64,64,,,,,,4448,,,,,4512,2221,2291
21021,Atzala,1181,1181,,,,,1181,,,,,,,1181,577,604
21022,Atzitzihuacán,11193,5056,32,85,507,3363,1069,,6137,,,,,11193,5523,5670
21023,Atzitzintla,6878,4092,20,80,2343,1649,,,2786,,,,,6878,3423,3455
21024,Axutla,1513,1513,61,,642,810,,,,,,,,1513,672,841
21025,Ayotoxco de Guerrero,6427,6427,405,344,1451,1174,3053,,,,,,,6427,3186,3241
21026,Calpan,11967,512,,,512,,,,11455,,,,,11967,5915,6052
21027,Caltepec,5178,5178,373,524,2508,639,1134,,,,,,,5178,2463,2715
21028,Camocuautla,1914,1914,86,52,597,,1179,,,,,,,1914,965,949
21029,Caxhuacan,3425,238,65,,173,,,,3187,,,,,3425,1694,1731
21030,Coatepec,912,912,17,,,895,,,,,,,,912,441,471
21031,Coatzingo,3375,551,108,,443,,,,2824,,,,,3375,1584,1791
21032,Cohetzala,2085,2085,,59,373,1653,,,,,,,,2085,971,1114
21033,Cohuecan,3928,3928,,,440,1983,1505,,,,,,,3928,1919,2009
21034,Coronango,20576,,,,,,,,20576,,,,,20576,10306,10270
21035,Coxcatlán,16265,7381,38,189,2452,1601,3101,,8884,,,,,16265,8036,8229
21036,Coyomeapan,9721,9721,41,,5644,1110,2926,,,,,,,9721,4741,4980
21037,Coyotepec,2359,2359,,,401,601,1357,,,,,,,2359,1114,1245
21038,Cuapiaxtla de Madero,4706,821,58,,170,593,,,3885,,,,,4706,2332,2374
21039,Cuautempan,7759,4971,46,,1224,2304,1397,,2788,,,,,7759,3769,3990
21040,Cuautinchán,4947,4947,74,94,1377,664,2738,,,,,,,4947,2487,2460
21041,Cuautlancingo,29047,781,,,194,587,,,28266,,,,,29047,14307,14740
21042,Cuayuca de Andrade,4027,4027,111,466,1825,511,1114,,,,,,,4027,1950,2077
21043,Cuetzalan del Progreso,35676,31331,966,1230,15683,6761,4547,2144,4345,,,,,35676,17641,18035
21044,Cuyoaco,12410,9759,235,218,2489,2155,4662,,2651,,,,,12410,6069,6341
21045,Chalchicomula de Sesma,34776,14992,120,,3684,3621,7567,,2511,17273,,,,34776,17106,17670
21046,Chapulco,4263,724,,,219,505,,,3539,,,,,4263,2033,2230
21047,Chiautla,19324,7249,683,536,3157,731,2142,,12075,,,,,19324,9299,10025
21048,Chiautzingo,15483,6565,4,,,,1808,4753,8918,,,,,15483,7572,7911
21049,Chiconcuautla,10799,10799,97,266,1392,3296,3664,2084,,,,,,10799,5285,5514
21050,Chichiquila,16429,16429,67,153,7164,5210,3835,,,,,,,16429,8150,8279
21051,Chietla,35540,13078,191,159,2479,5563,4686,,22462,,,,,35540,17189,18351
21052,Chigmecatitlán,1165,1165,,,,,1165,,,,,,,1165,526,639
21053,Chignahuapan,41896,31654,668,1379,10879,12048,4594,2086,10242,,,,,41896,21091,20805
21054,Chignautla,13037,7424,36,95,1951,1709,3633,,5613,,,,,13037,6594,6443
21055,Chila,4858,4858,,473,967,,1339,2079,,,,,,4858,2326,2532
21056,Chila de la Sal,2227,2227,131,,,801,1295,,,,,,,2227,1012,1215
21057,Honey,6902,6902,,,1919,943,4040,,,,,,,6902,3410,3492
21058,Chilchotla,15742,12027,82,349,3271,2610,3480,2235,3715,,,,,15742,8112,7630
21059,Chinantla,2483,2483,8,,1295,,1180,,,,,,,2483,1128,1355
21060,Domingo Arenas,4438,,,,,,,,4438,,,,,4438,2172,2266
21061,Eloxochitlán,8599,8599,110,257,2852,4049,1331,,,,,,,8599,4326,4273
21062,Epatlán,4550,4550,102,159,1039,,1109,2141,,,,,,4550,2121,2429
21063,Esperanza,11662,5315,26,70,2561,1363,1295,,6347,,,,,11662,5808,5854
21064,Francisco Z. Mena,16794,13059,1045,328,4388,4973,2325,,3735,,,,,16794,8398,8396
21065,General Felipe Ángeles,13037,1713,33,67,214,1399,,,11324,,,,,13037,6350,6687
21066,Guadalupe,7804,7804,140,355,1543,1204,2339,2223,,,,,,7804,3764,4040
21067,Guadalupe Victoria,12930,5764,106,81,830,2235,2512,,7166,,,,,12930,6322,6608
21068,Hermenegildo Galeana,7849,7849,19,62,2554,1655,3559,,,,,,,7849,3902,3947
21069,Huaquechula,27017,18397,285,,4066,3429,8542,2075,8620,,,,,27017,12716,14301
21070,Huatlatlauca,9267,9267,108,109,3344,2022,1464,2220,,,,,,9267,4369,4898
21071,Huauchinango,69864,23506,135,,6686,6537,7696,2452,7650,38708,,,,69864,33757,36107
21072,Huehuetla,14272,14272,3,,429,1716,10102,2022,,,,,,14272,7047,7225
21073,Huehuetlán el Chico,9045,1169,177,283,,709,,,7876,,,,,9045,4410,4635
21074,Huejotzingo,41792,11585,135,240,999,2483,3441,4287,13338,16869,,,,41792,20636,21156
21075,Hueyapan,7160,3772,46,74,1550,2102,,,3388,,,,,7160,3615,3545
21076,Hueytamalco,25494,21941,1366,1705,11978,5224,1668,,3553,,,,,25494,13060,12434
21077,Hueytlalpan,4757,4757,138,87,1902,763,1867,,,,,,,4757,2427,2330
21078,Huitzilan de Serdán,8871,5578,,74,1342,2843,1319,,3293,,,,,8871,4433,4438
21079,Huitziltepec,3856,3856,,,102,1713,,2041,,,,,,3856,1881,1975
21080,Atlequizayan,2354,2354,,,,,2354,,,,,,,2354,1141,1213
21081,Ixcamilpa de Guerrero,4540,4540,109,51,1303,1621,1456,,,,,,,4540,2221,2319
21082,Ixcaquixtla,5775,2099,25,130,1189,755,,,3676,,,,,5775,2783,2992
21083,Ixtacamaxtitlán,28405,28405,464,1261,13368,9893,3419,,,,,,,28405,14320,14085
21084,Ixtepec,5113,1265,,65,649,551,,,3848,,,,,5113,2551,2562
21085,Izúcar de Matamoros,62894,13857,440,301,3334,3293,4362,2127,16478,32559,,,,62894,29804,33090
21086,Jalpan,11661,11661,800,516,4910,3537,1898,,,,,,,11661,5938,5723
21087,Jolalpan,10355,5850,363,497,1033,1228,2729,,4505,,,,,10355,5094,5261
21088,Jonotla,4571,4571,114,196,589,2269,1403,,,,,,,4571,2288,2283
21089,Jopala,12656,6718,45,170,1333,1637,3533,,5938,,,,,12656,6284,6372
21090,Juan C. Bonilla,11495,,,,,,,,11495,,,,,11495,5684,5811
21091,Juan Galindo,6709,681,92,131,458,,,,6028,,,,,6709,3209,3500
21092,Juan N. Méndez,4687,4687,37,77,590,2010,1973,,,,,,,4687,2310,2377
21093,Lafragua,12365,9592,78,,1516,1180,2332,4486,2773,,,,,12365,6211,6154
21094,Libres,20634,11350,84,92,4466,1875,4833,,9284,,,,,20634,10105,10529
21095,La Magdalena Tlatlauquitepec,756,756,,,,756,,,,,,,,756,362,394
21096,Mazapiltepec de Juárez,2152,2152,60,,805,,1287,,,,,,,2152,1095,1057
21097,Mixtla,1733,1733,13,,,664,1056,,,,,,,1733,796,937
21098,Molcaxac,4008,4008,34,81,,2437,1456,,,,,,,4008,1916,2092
21099,Cañada Morelos,14908,8954,22,214,2166,5051,1501,,5954,,,,,14908,7320,7588
21100,Naupan,8900,8900,75,83,1866,1397,5479,,,,,,,8900,4324,4576
21101,Nauzontla,3734,3734,,,920,1197,1617,,,,,,,3734,1830,1904
21102,Nealtican,8380,,,,,,,,8380,,,,,8380,4157,4223
21103,Nicolás Bravo,4475,4475,64,57,1626,538,,2190,,,,,,4475,2221,2254
21104,Nopalucan,13697,5234,142,118,940,1540,,2494,8463,,,,,13697,6729,6968
21105,Ocotepec,4699,4699,32,183,836,864,2784,,,,,,,4699,2363,2336
21106,Ocoyucan,17708,4469,,89,2213,906,1261,,13239,,,,,17708,8624,9084
21107,Olintla,11518,8804,173,168,583,2520,1157,4203,2714,,,,,11518,5554,5964
21108,Oriental,11590,3613,155,54,937,2467,,,7977,,,,,11590,5681,5909
21109,Pahuatlán,16356,10007,,,3365,2092,2451,2099,6349,,,,,16356,8153,8203
21110,Palmar de Bravo,26947,8153,314,94,2621,1386,1530,2208,18794,,,,,26947,13408,13539
21111,Pantepec,17745,14414,324,537,5354,4950,1082,2167,3331,,,,,17745,8734,9011
21112,Petlalcingo,9480,6890,28,140,3338,810,2574,,2590,,,,,9480,4518,4962
21113,Piaxtla,6186,6186,109,302,1475,1306,2994,,,,,,,6186,2845,3341
21114,Puebla,1057454,13463,311,86,2552,5509,2691,2314,36821,,,1007170,,1057454,506766,550688
21115,Quecholac,29096,6713,188,116,1144,519,4746,,22383,,,,,29096,14427,14669
21116,Quimixtlán,16598,16598,148,764,7729,3263,4694,,,,,,,16598,8296,8302
21117,Rafael Lara Grajales,11443,2940,36,,,803,,2101,8503,,,,,11443,5541,5902
21118,Los Reyes de Juárez,15802,1096,,,,,1096,,14706,,,,,15802,7796,8006
21119,San Andrés Cholula,37788,1472,43,161,498,770,,,18057,18259,,,,37788,18568,19220
21120,San Antonio Cañada,3208,3208,,50,360,916,1882,,,,,,,3208,1531,1677
21121,San Diego la Mesa Tochimiltzingo,1145,1145,,,1145,,,,,,,,,1145,589,556
21122,San Felipe Teotlalcingo,7719,2690,38,,,634,,2018,5029,,,,,7719,3881,3838
21123,San Felipe Tepatlán,4680,4680,35,51,2059,2535,,,,,,,,4680,2334,2346
21124,San Gabriel Chilac,10438,1522,,,,,1522,,8916,,,,,10438,5028,5410
21125,San Gregorio Atzompa,5593,,,,,,,,5593,,,,,5593,2803,2790
21126,San Jerónimo Tecuanipan,4496,4496,82,,,,4414,,,,,,,4496,2234,2262
21127,San Jerónimo Xayacatlán,3786,3786,78,67,1139,1434,1068,,,,,,,3786,1800,1986
21128,San José Chiapa,5613,2179,115,,1062,,1002,,3434,,,,,5613,2793,2820
21129,San José Miahuatlán,9740,3978,,,,1522,2456,,5762,,,,,9740,4699,5041
21130,San Juan Atenco,3366,3366,1,,175,1145,,2045,,,,,,3366,1660,1706
21131,San Juan Atzompa,591,591,,,,591,,,,,,,,591,307,284
21132,San Martín Texmelucan,94471,4978,26,94,170,,,4688,14462,75031,,,,94471,46004,48467
21133,San Martín Totoltepec,676,676,,,,676,,,,,,,,676,319,357
21134,San Matías Tlalancaleca,13153,4797,129,83,403,932,1026,2224,8356,,,,,13153,6550,6603
21135,San Miguel Ixitlán,748,748,24,,,724,,,,,,,,748,360,388
21136,San Miguel Xoxtla,7478,,,,,,,,7478,,,,,7478,3687,3791
21137,San Nicolás Buenos Aires,7107,3831,39,,1412,509,1871,,3276,,,,,7107,3557,3550
21138,San Nicolás de los Ranchos,9800,,,,,,,,9800,,,,,9800,4887,4913
21139,San Pablo Anicano,3071,3071,62,318,1306,,1385,,,,,,,3071,1524,1547
21140,San Pedro Cholula,78177,,,,,,,,24504,53673,,,,78177,38197,39980
21141,San Pedro Yeloixtlahuaca,3247,3247,106,109,1764,1268,,,,,,,,3247,1598,1649
21142,San Salvador el Seco,20526,3361,144,,579,849,1789,,17165,,,,,20526,10107,10419
21143,San Salvador el Verde,17980,8789,106,77,,,8606,,9191,,,,,17980,9035,8945
21144,San Salvador Huixcolotla,6890,157,23,,134,,,,6733,,,,,6890,3430,3460
21145,San Sebastián Tlacotepec,10270,10270,173,201,5016,3630,1250,,,,,,,10270,5086,5184
21146,Santa Catarina Tlaltempan,683,683,,,,683,,,,,,,,683,349,334
21147,Santa Inés Ahuatempan,5416,2056,49,177,1060,770,,,3360,,,,,5416,2628,2788
21148,Santa Isabel Cholula,7256,7256,,,602,,6654,,,,,,,7256,3551,3705
21149,Santiago Miahuatlán,9073,891,44,,847,,,,8182,,,,,9073,4359,4714
21150,Huehuetlán el Grande,6444,6444,61,55,2378,1912,,2038,,,,,,6444,3158,3286
21151,Santo Tomás Hueyotlipan,5954,2154,,,,,,2154,3800,,,,,5954,2895,3059
21152,Soltepec,10991,5019,58,,156,3475,1330,,5972,,,,,10991,5493,5498
21153,Tecali de Herrera,13734,7406,84,357,899,,6066,,6328,,,,,13734,6847,6887
21154,Tecamachalco,43369,14432,148,93,2110,3355,4004,4722,11447,17490,,,,43369,21353,22016
21155,Tecomatlán,5679,5679,96,164,1557,722,3140,,,,,,,5679,2662,3017
21156,Tehuacán,155563,10668,614,524,1481,784,5202,2063,5445,,139450,,,155563,75050,80513
21157,Tehuitzingo,12351,7482,327,337,3644,1914,1260,,4869,,,,,12351,5842,6509
21158,Tenampulco,7569,7569,238,474,3574,557,2726,,,,,,,7569,3865,3704
21159,Teopantlán,5067,5067,99,77,1269,1341,,2281,,,,,,5067,2470,2597
21160,Teotlalco,3196,3196,32,114,1189,578,1283,,,,,,,3196,1570,1626
21161,Tepanco de López,13137,9038,127,,272,,4562,4077,4099,,,,,13137,6365,6772
21162,Tepango de Rodríguez,3466,370,,,370,,,,3096,,,,,3466,1708,1758
21163,Tepatlaxco de Hidalgo,12153,70,70,,,,,,12083,,,,,12153,5950,6203
21164,Tepeaca,49089,20004,196,67,1802,3444,10288,4207,12118,16967,,,,49089,23978,25111
21165,Tepemaxalco,1050,1050,28,,307,715,,,,,,,,1050,528,522
21166,Tepeojuma,8896,4251,108,173,946,,3024,,4645,,,,,8896,4247,4649
21167,Tepetzintla,8140,8140,,82,1257,2873,3928,,,,,,,8140,3863,4277
21168,Tepexco,4802,1582,79,,,,1503,,3220,,,,,4802,2316,2486
21169,Tepexi de Rodríguez,16069,12738,,124,3660,3331,5623,,3331,,,,,16069,7947,8122
21170,Tepeyahualco,13810,13810,190,56,1830,2287,5405,4042,,,,,,13810,6891,6919
21171,Tepeyahualco de Cuauhtémoc,2307,2307,28,,,512,1767,,,,,,,2307,1160,1147
21172,Tetela de Ocampo,24926,24926,32,55,11758,6285,4311,2485,,,,,,24926,12309,12617
21173,Teteles de Avila Castillo,3855,597,,,597,,,,3258,,,,,3855,1665,2190
21174,Teziutlán,63245,16578,115,170,1716,6164,3970,4443,2800,43867,,,,63245,30013,33232
21175,Tianguismanalco,8593,4065,8,,478,,3579,,4528,,,,,8593,4109,4484
21176,Tilapa,7413,7413,,,373,2331,2256,2453,,,,,,7413,3562,3851
21177,Tlacotepec de Benito Juárez,32000,14895,46,81,3016,4979,6773,,17105,,,,,32000,15853,16147
21178,Tlacuilotepec,16345,16345,255,559,6525,4359,4647,,,,,,,16345,8247,8098
21179,Tlachichuca,25186,16669,116,,1584,7693,7276,,8517,,,,,25186,12571,12615
21180,Tlahuapan,24028,18830,110,95,792,3250,5817,8766,5198,,,,,24028,12162,11866
21181,Tlaltenango,4338,,,,,,,,4338,,,,,4338,2125,2213
21182,Tlanepantla,3149,,,,,,,,3149,,,,,3149,1499,1650
21183,Tlaola,15309,15309,103,452,2871,3022,6458,2403,,,,,,15309,7557,7752
21184,Tlapacoya,5899,5899,19,59,1905,1841,2075,,,,,,,5899,2927,2972
21185,Tlapanalá,7696,4666,57,,1539,736,2334,,3030,,,,,7696,3713,3983
21186,Tlatlauquitepec,42447,35501,110,492,11684,9901,9235,4079,6946,,,,,42447,20818,21629
21187,Tlaxco,6126,6126,106,378,1685,2550,1407,,,,,,,6126,3118,3008
21188,Tochimilco,16093,13220,45,,363,3231,5092,4489,2873,,,,,16093,7871,8222
21189,Tochtepec,13296,2645,195,,253,563,1634,,10651,,,,,13296,6535,6761
21190,Totoltepec de Guerrero,1114,1114,,,214,900,,,,,,,,1114,512,602
21191,Tulcingo,8851,5086,84,209,745,1950,2098,,3765,,,,,8851,4208,4643
21192,Tuzamapan de Galeana,5855,5855,32,,1719,593,3511,,,,,,,5855,2894,2961
21193,Tzicatlacoyan,5491,5491,,51,864,1905,2671,,,,,,,5491,2740,2751
21194,Venustiano Carranza,23599,6375,1082,265,3625,1403,,,17224,,,,,23599,11581,12018
21195,Vicente Guerrero,16025,16025,91,56,2671,4137,9070,,,,,,,16025,8068,7957
21196,Xayacatlán de Bravo,1430,1430,8,,334,,1088,,,,,,,1430,649,781
21197,Xicotepec,57914,19908,127,260,4229,4881,8368,2043,8105,29901,,,,57914,28323,29591
21198,Xicotlán,1399,1399,44,,,1355,,,,,,,,1399,685,714
21199,Xiutetelco,23754,15210,58,228,3573,4599,6752,,8544,,,,,23754,11818,11936
21200,Xochiapulco,4086,4086,77,514,1745,519,1231,,,,,,,4086,2046,2040
21201,Xochiltepec,3124,3124,17,,312,,2795,,,,,,,3124,1477,1647
21202,Xochitlán de Vicente Suárez,10465,7428,5,,2177,1272,1893,2081,3037,,,,,10465,5148,5317
21203,Xochitlán Todos Santos,4346,629,63,94,472,,,,3717,,,,,4346,2068,2278
21204,Yaonáhuac,5687,2731,,60,1965,706,,,2956,,,,,5687,2836,2851
21205,Yehualtepec,14743,1117,255,,862,,,,13626,,,,,14743,7332,7411
21206,Zacapala,4379,4379,118,309,1324,1309,1319,,,,,,,4379,2073,2306
21207,Zacapoaxtla,41855,26050,47,144,2018,8711,8913,6217,15805,,,,,41855,20560,21295
21208,Zacatlán,59057,36966,251,337,8902,11874,11046,4556,,22091,,,,59057,28772,30285
21209,Zapotitlán,8456,8456,208,106,3007,1461,1258,2416,,,,,,8456,4117,4339
21210,Zapotitlán de Méndez,4646,4646,,,,968,3678,,,,,,,4646,2343,2303
21211,Zaragoza,10869,3396,,,1187,2209,,,7473,,,,,10869,5287,5582
21212,Zautla,18124,14370,86,86,6564,3966,3668,,3754,,,,,18124,8549,9575
21213,Zihuateutla,11846,11846,594,479,3656,5922,1195,,,,,,,11846,5903,5943
21214,Zinacatepec,11156,,,,,,,,11156,,,,,11156,5326,5830
21215,Zongozotla,3377,,,,,,,,3377,,,,,3377,1626,1751
21216,Zoquiapan,2744,2744,154,450,1145,995,,,,,,,,2744,1344,1400
21217,Zoquitlán,16455,16455,3085,2045,5621,1339,1989,2376,,,,,,16455,7960,8495
21996,No especificado,,,,,,,,,,,,,,,,
21997,Otros estados,,,,,,,,,,,,,,,,
21998,Otros municipios,,,,,,,,,,,,,,,,
22,Querétaro,1051235,423396,8160,13408,126594,100149,143009,32076,138431,103905,385503,,,1051235,516168,535067
22001,Amealco de Bonfil,46358,38020,26,,8053,15491,14450,,8338,,,,,46358,22842,23516
22002,Pinal de Amoles,25789,25789,610,2670,16063,3840,2606,,,,,,,25789,12859,12930
22003,Arroyo Seco,13112,13112,627,726,6710,904,4145,,,,,,,13112,6512,6600
22004,Cadereyta de Montes,44944,36602,549,1204,19381,9381,6087,,8342,,,,,44944,22165,22779
22005,Colón,36960,28074,486,300,7210,8240,11838,,8886,,,,,36960,18568,18392
22006,Corregidora,43775,16959,425,657,3491,3567,6436,2383,3794,23022,,,,43775,21632,22143
22007,Ezequiel Montes,21859,7195,431,141,3115,2500,1008,,14664,,,,,21859,10517,11342
22008,Huimilpan,24106,21474,55,365,5947,7017,8090,,2632,,,,,24106,11899,12207
22009,Jalpan de Serra,19246,14204,676,1188,9375,2965,,,5042,,,,,19246,9588,9658
22010,Landa de Matamoros,17964,17964,397,1176,8135,7060,1196,,,,,,,17964,9104,8860
22011,El Marqués,55258,37971,549,211,2827,7896,19833,6655,17287,,,,,55258,27928,27330
22012,Pedro Escobedo,39692,19126,235,93,1148,1816,13509,2325,20566,,,,,39692,19891,19801
